64.51|144
64.52|16
64.53|32
64.54|16
64.55|0
64.56|0
64.57|1
64.58|3
64.59|3
64.60|0
64.61|3
64.62|3
64.63|3
64.64|3
64.65|0
64.66|6
64.67|6
64.68|24
64.69|24
64.70|6
64.71|3
64.72|3
64.73|1
64.74|3
64.75|9
64.76|1
64.77|6
64.78|15
64.79|9
64.80|3
64.81|15
64.82|2
64.83|3
64.84|3
64.85|6
64.86|12
64.87|6
64.88|6
64.89|12
64.90|12
64.91|12
64.92|6
64.93|6
64.94|12
64.95|5
64.96|7
64.97|12
64.98|12
64.99|7
64.100|5
64.101|24
64.102|24
64.103|6
64.104|6
64.105|12
64.106|3
64.107|3
64.108|6
64.109|12
64.110|12
64.111|12
64.112|24
64.113|24
64.114|48
64.115|36
64.116|72
64.117|36
64.118|16
64.119|36
64.120|20
64.121|36
64.122|16
64.123|20
64.124|72
64.125|72
64.126|12
64.127|36
64.128|11
64.129|11
64.130|26
64.131|13
64.132|13
64.133|22
64.134|24
64.135|24
64.136|24
64.137|24
64.138|16
64.139|16
64.140|17
64.141|19
64.142|17
64.143|19
64.144|38
64.145|34
64.146|36
64.147|16
64.148|20
64.149|36
64.150|20
64.151|16
64.152|72
64.153|36
64.154|36
64.155|15
64.156|17
64.157|19
64.158|21
64.159|38
64.160|34
64.161|21
64.162|25
64.163|50
64.164|23
64.165|27
64.166|46
64.167|11
64.168|13
64.169|24
64.170|24
64.171|13
64.172|11
64.173|3
64.174|1
64.175|2
64.176|6
64.177|7
64.178|5
64.179|3
64.180|6
64.181|3
64.182|12
64.183|12
64.184|36
64.185|48
64.186|8
64.187|16
64.188|8
64.189|32
64.190|32
64.191|32
72.16|7
72.30|4
72.42|3
72.44|1
80.30|2
80.31|2
80.34|2
80.49|1
80.50|1
96.3|0
96.64|6
96.68|7
96.70|7
96.71|14
96.72|7
96.186|12
96.187|6
96.189|12
96.190|16
96.192|16
96.193|8
96.195|12
96.197|18
96.202|24
96.226|3
96.227|1
100.9|1
108.26|3
110.1|1
112.41|14
120.37|3
126.8|1
128.1|384
128.2|16
128.3|48
128.4|32
128.5|0
128.6|0
128.7|0
128.8|0
128.9|0
128.10|0
128.11|0
128.12|0
128.13|0
128.14|0
128.15|0
128.16|0
128.17|0
128.18|0
128.20|0
128.21|0
128.22|0
128.23|0
128.24|0
128.25|0
128.26|0
128.27|0
128.28|0
128.29|0
128.30|0
128.31|0
128.32|0
128.33|0
128.34|0
128.35|0
128.36|0
128.37|0
128.39|0
128.41|0
128.42|12
128.43|12
128.44|24
128.45|48
128.46|48
128.47|48
128.48|24
128.49|24
128.50|24
128.51|24
128.52|48
128.53|48
128.54|48
128.55|48
128.56|24
128.57|24
128.58|48
128.59|48
128.60|48
128.61|80
128.62|80
128.63|40
128.64|40
128.65|40
128.66|40
128.67|80
128.68|80
128.69|112
128.70|112
128.71|40
128.72|40
128.73|40
128.74|40
128.75|40
128.76|40
128.77|40
128.78|40
128.79|40
128.80|40
128.81|40
128.82|40
128.83|56
128.84|56
128.85|56
128.86|56
128.87|48
128.88|48
128.89|8
128.90|8
128.91|16
128.92|32
128.93|16
128.94|16
128.95|48
128.96|24
128.97|24
128.98|64
128.99|48
128.100|48
128.101|48
128.102|48
128.103|24
128.104|24
128.105|48
128.106|0
128.107|0
128.108|0
128.109|0
128.110|0
128.111|0
128.112|0
128.113|0
128.114|0
128.115|0
128.116|0
128.117|0
128.118|0
128.119|0
128.120|0
128.121|0
128.122|0
128.123|0
128.125|0
128.128|48
128.129|48
128.130|96
128.131|96
128.132|96
128.133|192
128.134|96
128.135|96
128.136|96
128.137|96
128.138|48
128.139|48
128.140|24
128.141|24
128.142|24
128.143|24
128.144|48
128.145|48
128.146|96
128.147|20
128.148|20
128.149|40
128.150|40
128.151|20
128.152|20
128.153|96
128.154|96
128.155|12
128.156|12
128.157|24
128.158|48
128.159|288
128.160|288
128.161|16
128.162|32
128.163|16
128.164|0
128.165|0
128.166|3
128.167|0
128.168|3
128.169|1
128.170|0
128.171|3
128.172|3
128.173|3
128.174|6
128.175|6
128.176|0
128.177|3
128.179|1
128.180|3
128.181|12
128.182|6
128.183|12
128.184|6
128.185|12
128.186|8
128.187|4
128.188|6
128.189|6
128.190|12
128.191|12
128.192|6
128.193|6
128.194|6
128.195|6
128.196|12
128.197|12
128.198|6
128.199|6
128.200|24
128.201|12
128.202|12
128.203|12
128.204|12
128.205|24
128.206|10
128.207|14
128.208|24
128.209|24
128.210|14
128.211|10
128.212|10
128.213|14
128.214|24
128.215|24
128.216|14
128.217|10
128.218|10
128.219|14
128.220|24
128.221|24
128.222|14
128.223|10
128.224|10
128.225|14
128.226|24
128.227|24
128.228|14
128.229|10
128.230|10
128.231|14
128.232|24
128.233|24
128.234|10
128.235|14
128.236|24
128.237|14
128.238|10
128.239|14
128.240|10
128.241|24
128.242|14
128.243|10
128.244|24
128.245|24
128.246|14
128.247|10
128.248|24
128.249|10
128.250|14
128.251|10
128.252|14
128.253|24
128.254|6
128.255|6
128.256|24
128.257|6
128.258|6
128.259|12
128.260|12
128.261|24
128.262|12
128.263|12
128.264|24
128.265|6
128.266|6
128.267|24
128.268|6
128.269|6
128.270|2
128.271|6
128.272|10
128.273|4
128.274|14
128.275|6
128.276|6
128.277|6
128.278|4
128.279|10
128.280|6
128.281|8
128.282|14
128.283|12
128.284|12
128.285|14
128.286|10
128.287|4
128.288|6
128.289|14
128.290|2
128.291|10
128.292|6
128.293|6
128.294|6
128.295|6
128.296|12
128.297|24
128.298|6
128.299|6
128.300|12
128.301|24
128.302|12
128.303|12
128.304|24
128.305|24
128.306|24
128.307|32
128.308|72
128.309|40
128.310|72
128.311|32
128.312|40
128.313|64
128.314|72
128.315|72
128.316|80
128.317|72
128.318|80
128.319|64
128.320|72
128.321|32
128.322|72
128.323|40
128.324|72
128.325|32
128.326|40
128.327|22
128.328|22
128.329|52
128.330|22
128.331|22
128.332|52
128.333|26
128.334|26
128.335|44
128.336|26
128.337|26
128.338|44
128.339|22
128.340|22
128.341|52
128.342|22
128.343|22
128.344|52
128.345|26
128.346|26
128.347|44
128.348|26
128.349|26
128.350|44
128.351|10
128.352|14
128.353|24
128.354|24
128.355|10
128.356|14
128.357|24
128.358|24
128.359|20
128.360|28
128.361|14
128.362|10
128.363|24
128.364|24
128.365|14
128.366|10
128.367|24
128.368|24
128.369|28
128.370|20
128.371|24
128.372|24
128.373|20
128.374|28
128.375|20
128.376|28
128.377|24
128.378|24
128.379|20
128.380|28
128.381|24
128.382|24
128.383|24
128.384|24
128.385|20
128.386|28
128.387|8
128.388|24
128.389|24
128.390|8
128.391|24
128.392|24
128.393|48
128.394|24
128.395|24
128.396|48
128.397|34
128.398|38
128.399|15
128.400|17
128.401|19
128.402|21
128.403|34
128.404|38
128.405|15
128.406|17
128.407|19
128.408|21
128.409|38
128.410|34
128.411|38
128.412|34
128.413|34
128.414|30
128.415|42
128.416|38
128.417|34
128.418|38
128.419|19
128.420|21
128.421|15
128.422|17
128.423|34
128.424|38
128.425|19
128.426|21
128.427|15
128.428|17
128.429|38
128.430|34
128.431|38
128.432|34
128.433|42
128.434|38
128.435|34
128.436|30
128.437|1
128.438|2
128.439|4
128.440|3
128.441|1
128.442|2
128.443|2
128.444|0
128.445|1
128.446|6
128.447|4
128.448|2
128.449|8
128.450|4
128.451|6
128.452|6
128.453|3
128.454|1
128.455|8
128.456|0
128.457|0
128.458|0
128.459|0
128.460|0
128.461|0
128.462|0
128.463|0
128.464|0
128.465|0
128.466|0
128.467|0
128.468|0
128.469|0
128.470|0
128.471|0
128.472|0
128.473|0
128.474|0
128.475|0
128.476|3
128.477|3
128.478|6
128.479|16
128.480|3
128.481|3
128.482|6
128.483|6
128.484|6
128.485|12
128.486|12
128.487|6
128.488|6
128.489|24
128.490|12
128.491|12
128.492|5
128.493|7
128.494|7
128.495|5
128.496|24
128.497|24
128.498|3
128.499|3
128.500|6
128.501|6
128.502|6
128.503|12
128.504|12
128.505|12
128.506|3
128.507|3
128.508|6
128.509|6
128.510|6
128.511|0
128.512|0
128.513|0
128.514|0
128.515|0
128.517|0
128.518|0
128.519|0
128.520|0
128.521|0
128.522|0
128.523|0
128.524|0
128.526|0
128.527|0
128.529|6
128.530|6
128.531|12
128.532|6
128.533|6
128.534|5
128.535|7
128.536|7
128.537|5
128.538|24
128.539|3
128.540|3
128.541|6
128.542|6
128.543|6
128.544|12
128.545|12
128.546|24
128.547|12
128.548|12
128.549|6
128.550|6
128.551|6
128.552|6
128.553|6
128.554|6
128.555|5
128.556|7
128.557|12
128.558|24
128.559|48
128.560|24
128.561|12
128.562|12
128.563|6
128.564|6
128.565|48
128.566|3
128.567|3
128.568|6
128.569|6
128.570|6
128.571|6
128.572|6
128.573|72
128.574|0
128.575|0
128.576|0
128.577|0
128.578|0
128.579|0
128.580|0
128.581|0
128.582|12
128.583|12
128.584|6
128.585|6
128.586|12
128.587|24
128.588|12
128.589|12
128.590|24
128.591|24
128.592|24
128.593|48
128.594|10
128.595|14
128.596|14
128.597|10
128.598|48
128.599|24
128.600|24
128.601|12
128.602|12
128.603|24
128.604|7
128.605|5
128.606|5
128.607|7
128.608|48
128.609|12
128.610|12
128.611|12
128.612|12
128.613|48
128.614|24
128.615|24
128.616|24
128.617|6
128.618|6
128.619|6
128.620|6
128.621|12
128.622|12
128.623|24
128.624|7
128.625|5
128.626|5
128.627|7
128.628|12
128.629|12
128.630|12
128.631|12
128.632|12
128.633|12
128.634|24
128.635|24
128.636|24
128.637|24
128.638|48
128.639|24
128.640|24
128.641|12
128.642|12
128.643|12
128.644|12
128.645|24
128.646|12
128.647|12
128.648|48
128.649|48
128.650|20
128.651|24
128.652|24
128.653|28
128.654|96
128.655|48
128.656|48
128.657|22
128.658|26
128.659|22
128.660|26
128.661|96
128.662|48
128.663|48
128.664|96
128.665|26
128.666|22
128.667|22
128.668|26
128.669|48
128.670|48
128.671|12
128.672|12
128.673|6
128.674|6
128.675|6
128.676|6
128.677|12
128.678|12
128.679|6
128.680|6
128.681|12
128.682|24
128.683|12
128.684|12
128.685|24
128.686|6
128.687|6
128.688|2
128.689|1
128.690|3
128.691|3
128.692|1
128.693|2
128.694|6
128.695|6
128.696|12
128.697|3
128.698|3
128.699|6
128.700|6
128.701|4
128.702|2
128.703|2
128.704|4
128.705|6
128.706|12
128.707|12
128.708|24
128.709|12
128.710|6
128.711|6
128.712|12
128.713|3
128.714|3
128.715|6
128.716|6
128.717|6
128.718|12
128.719|4
128.720|2
128.721|6
128.722|3
128.723|3
128.724|3
128.725|3
128.726|6
128.727|6
128.728|12
128.729|6
128.730|6
128.731|3
128.732|6
128.733|3
128.734|6
128.735|6
128.736|6
128.737|6
128.738|6
128.739|6
128.740|12
128.741|12
128.742|12
128.743|1
128.744|4
128.745|1
128.746|2
128.747|2
128.748|2
128.749|4
128.750|3
128.751|6
128.752|3
128.753|6
128.754|6
128.755|8
128.756|10
128.757|10
128.758|8
128.759|18
128.760|18
128.761|6
128.762|6
128.763|72
128.764|24
128.765|16
128.766|20
128.767|16
128.768|20
128.769|36
128.770|36
128.771|18
128.772|18
128.773|9
128.774|18
128.775|9
128.776|36
128.777|9
128.778|18
128.779|9
128.780|36
128.781|36
128.782|36
128.783|36
128.784|36
128.785|36
128.786|9
128.787|18
128.788|9
128.789|3
128.790|3
128.791|6
128.792|6
128.793|6
128.794|4
128.795|36
128.796|36
128.797|20
128.798|16
128.799|16
128.800|20
128.801|12
128.802|12
128.803|14
128.804|16
128.805|16
128.806|14
128.807|13
128.808|17
128.809|30
128.810|30
128.811|30
128.812|120
128.813|60
128.814|60
128.815|9
128.816|9
128.817|18
128.818|7
128.819|11
128.820|18
128.821|18
128.822|18
128.823|12
128.824|10
128.825|3
128.826|5
128.827|6
128.828|4
128.829|8
128.830|36
128.831|13
128.832|17
128.833|30
128.834|60
128.835|60
128.836|24
128.837|6
128.838|6
128.839|12
128.840|24
128.841|24
128.842|24
128.843|12
128.844|12
128.845|24
128.846|24
128.847|24
128.848|48
128.849|48
128.850|24
128.851|24
128.852|48
128.853|48
128.854|24
128.855|24
128.856|12
128.857|12
128.858|24
128.859|24
128.860|12
128.861|12
128.862|12
128.863|12
128.864|24
128.865|24
128.866|12
128.867|12
128.868|5
128.869|5
128.870|10
128.871|10
128.872|5
128.873|5
128.874|20
128.875|20
128.876|20
128.877|20
128.878|10
128.879|10
128.880|20
128.881|12
128.882|12
128.883|24
128.884|24
128.885|24
128.886|24
128.887|24
128.888|3
128.889|3
128.890|6
128.891|12
128.892|12
128.893|12
128.894|48
128.895|48
128.896|96
128.897|96
128.898|96
128.899|72
128.900|144
128.901|72
128.902|144
128.903|144
128.904|16
128.905|32
128.906|16
128.907|32
128.908|16
128.909|16
128.910|64
128.911|64
128.912|160
128.913|160
128.914|24
128.915|72
128.916|11
128.917|11
128.918|22
128.919|11
128.920|11
128.921|22
128.922|44
128.923|44
128.924|44
128.925|44
128.926|44
128.927|44
128.928|48
128.929|96
128.930|48
128.931|48
128.932|96
128.933|48
128.934|16
128.935|48
128.936|48
128.937|16
128.938|17
128.939|17
128.940|17
128.941|17
128.942|34
128.943|34
128.944|68
128.945|34
128.946|34
128.947|16
128.948|16
128.949|32
128.950|16
128.951|16
128.952|32
128.953|32
128.954|32
128.955|64
128.956|15
128.957|15
128.958|15
128.959|15
128.960|30
128.961|30
128.962|76
128.963|76
128.964|21
128.965|21
128.966|42
128.967|21
128.968|21
128.969|42
128.970|100
128.971|100
128.972|11
128.973|11
128.974|22
128.975|22
128.976|11
128.977|11
128.978|1
128.979|1
128.980|2
128.981|4
128.982|4
128.983|4
128.984|3
128.985|6
128.986|3
128.987|12
128.988|24
128.989|72
128.990|96
128.991|8
128.992|16
128.993|8
128.994|32
128.995|32
128.996|32
136.12|1
144.188|9
144.190|3
147.3|1
156.7|1
160.207|6
160.235|7
162.6|1
168.43|14
192.182|24
192.184|24
192.185|24
192.188|12
192.191|12
192.194|16
192.197|0
192.201|28
192.202|28
192.944|18
192.955|18
192.956|18
192.1000|21
192.1002|21
192.1008|42
192.1009|14
192.1021|0
192.1024|0
192.1472|18
192.1485|18
192.1491|0
192.1492|4
192.1493|0
192.1494|4
192.1495|4
192.1538|3
192.1540|0
216.90|3
220.7|3
240.191|2
240.192|3
240.193|1
253.1|1
256.1|768
256.2|0
256.3|0
256.4|0
256.8|0
256.10|0
256.13|0
256.15|0
256.17|0
256.19|0
256.27|0
256.28|0
256.38|0
256.39|4
256.40|12
256.42|48
256.44|48
256.46|48
256.48|48
256.56|80
256.57|80
256.58|80
256.59|80
256.60|80
256.61|80
256.62|80
256.64|40
256.68|40
256.72|40
256.76|40
256.80|16
256.81|16
256.82|32
256.83|32
256.84|8
256.87|96
256.88|48
256.89|48
256.90|32
256.91|16
256.93|32
256.94|32
256.95|16
256.96|16
256.97|64
256.98|32
256.99|32
256.100|32
256.101|32
256.102|64
256.103|32
256.104|16
256.107|96
256.108|48
256.109|48
256.112|96
256.114|48
256.115|48
256.117|64
256.122|64
256.124|0
256.125|0
256.126|0
256.127|0
256.128|0
256.129|0
256.130|0
256.131|0
256.133|0
256.134|0
256.136|0
256.137|0
256.138|0
256.139|0
256.140|0
256.141|0
256.142|0
256.143|0
256.144|0
256.145|0
256.146|0
256.147|0
256.148|0
256.149|0
256.150|0
256.151|0
256.152|0
256.154|0
256.155|0
256.156|0
256.157|0
256.158|0
256.159|0
256.160|0
256.161|0
256.162|0
256.163|0
256.164|0
256.165|0
256.166|0
256.167|0
256.168|0
256.169|0
256.170|0
256.172|0
256.173|0
256.180|0
256.181|0
256.184|0
256.197|0
256.198|0
256.199|0
256.200|0
256.201|0
256.213|0
256.225|0
256.229|0
256.230|0
256.231|0
256.232|0
256.233|0
256.234|0
256.238|0
256.242|0
256.243|0
256.244|0
256.245|0
256.246|0
256.247|0
256.251|0
256.252|0
256.253|0
256.256|0
256.257|0
256.258|0
256.259|0
256.260|0
256.261|0
256.262|0
256.263|0
256.264|0
256.265|0
256.266|0
256.267|0
256.268|0
256.269|0
256.271|0
256.276|0
256.277|0
256.278|0
256.279|0
256.280|0
256.281|0
256.282|0
256.284|0
256.285|0
256.286|0
256.287|0
256.288|0
256.289|0
256.290|0
256.292|0
256.295|0
256.298|0
256.299|0
256.301|0
256.302|0
256.304|0
256.306|0
256.316|24
256.317|24
256.318|48
256.319|48
256.320|48
256.321|192
256.326|48
256.327|48
256.328|24
256.330|24
256.332|96
256.333|96
256.334|96
256.335|96
256.337|48
256.340|24
256.342|24
256.344|48
256.345|48
256.349|48
256.367|160
256.369|160
256.371|40
256.372|40
256.373|40
256.374|40
256.375|80
256.376|80
256.377|160
256.378|80
256.379|80
256.382|80
256.383|80
256.384|80
256.385|80
256.386|40
256.388|40
256.390|40
256.391|40
256.392|40
256.394|80
256.395|80
256.396|80
256.397|80
256.400|80
256.402|80
256.403|80
256.404|80
256.405|80
256.406|40
256.408|40
256.410|40
256.412|40
256.414|112
256.416|112
256.418|112
256.420|112
256.422|56
256.423|56
256.428|112
256.432|16
256.434|32
256.445|192
256.446|96
256.447|96
256.448|24
256.449|24
256.450|48
256.451|48
256.454|0
256.455|0
256.456|0
256.459|0
256.460|0
256.461|0
256.462|0
256.463|0
256.464|0
256.465|0
256.466|0
256.467|0
256.468|0
256.469|0
256.470|0
256.473|0
256.474|0
256.477|0
256.478|0
256.480|0
256.481|0
256.482|0
256.484|0
256.485|0
256.486|0
256.488|0
256.489|0
256.490|0
256.491|0
256.492|0
256.494|0
256.496|0
256.497|96
256.500|192
256.502|384
256.503|96
256.504|96
256.505|96
256.507|96
256.508|96
256.509|96
256.511|192
256.513|192
256.515|48
256.516|48
256.517|24
256.518|24
256.519|24
256.521|48
256.523|48
256.524|48
256.525|20
256.527|40
256.528|40
256.529|20
256.531|192
256.532|192
256.533|12
256.535|24
256.537|576
256.538|576
256.539|16
256.540|32
256.541|16
256.542|0
256.546|2
256.547|6
256.548|10
256.557|2
256.558|6
256.562|10
256.574|10
256.575|6
256.576|4
256.614|4
256.619|6
256.621|14
256.625|4
256.628|2
256.639|2
256.722|3
256.733|13
256.826|0
256.827|0
256.828|0
256.829|0
256.834|0
256.835|0
256.836|0
256.837|0
256.840|0
256.841|0
256.844|0
256.847|0
256.849|0
256.853|0
256.855|0
256.859|0
256.860|0
256.861|0
256.862|0
256.863|0
256.865|0
256.868|0
256.869|0
256.873|0
256.877|0
256.878|0
256.879|0
256.880|0
256.881|0
256.884|0
256.885|0
256.889|0
256.893|0
256.896|0
256.919|0
256.923|0
256.938|0
256.976|0
256.987|0
256.990|0
256.999|0
256.1002|0
256.1005|0
256.1008|0
256.1011|0
256.1025|0
256.1027|0
256.1029|0
256.1033|0
256.1047|0
256.1063|0
256.1070|0
256.1079|0
256.1086|0
256.1089|0
256.1119|1
256.1125|12
256.1126|12
256.1127|12
256.1131|3
256.1134|6
256.1136|12
256.1150|12
256.1152|12
256.1156|5
256.1157|7
256.1158|7
256.1160|7
256.1162|5
256.1165|5
256.1169|7
256.1171|5
256.1172|12
256.1173|12
256.1175|12
256.1178|24
256.1179|24
256.1181|24
256.1182|24
256.1184|24
256.1185|24
256.1186|10
256.1188|14
256.1190|10
256.1192|14
256.1194|10
256.1196|14
256.1198|10
256.1216|2
256.1218|6
256.1222|6
256.1224|4
256.1239|20
256.1240|28
256.1245|28
256.1246|20
256.1247|3
256.1248|3
256.1249|6
256.1252|12
256.1254|6
256.1255|6
256.1256|6
256.1257|6
256.1258|24
256.1259|3
256.1260|3
256.1261|3
256.1262|3
256.1263|6
256.1264|6
256.1266|6
256.1267|12
256.1268|6
256.1269|6
256.1270|6
256.1271|6
256.1272|6
256.1273|6
256.1274|6
256.1275|6
256.1277|12
256.1279|12
256.1280|12
256.1281|12
256.1282|12
256.1283|12
256.1285|24
256.1298|0
256.1306|0
256.1308|0
256.1327|0
256.1334|0
256.1341|0
256.1343|0
256.1346|0
256.1424|0
256.1426|0
256.1428|0
256.1441|0
256.1457|0
256.1510|0
256.1518|0
256.1522|0
256.1529|0
256.1535|0
256.1545|6
256.1547|6
256.1551|10
256.1553|14
256.1555|10
256.1559|10
256.1565|10
256.1566|14
256.1573|2
256.1574|6
256.1575|4
256.1576|6
256.1577|4
256.1583|6
256.1584|6
256.1585|12
256.1586|6
256.1587|6
256.1588|12
256.1590|12
256.1592|24
256.1593|24
256.1594|24
256.1595|24
256.1602|6
256.1604|6
256.1608|6
256.1610|6
256.1630|5
256.1631|7
256.1632|5
256.1640|5
256.1646|10
256.1648|14
256.1654|24
256.1655|24
256.1656|24
256.1658|24
256.1664|10
256.1670|10
256.1672|10
256.1673|14
256.1676|14
256.1677|10
256.1681|24
256.1683|24
256.1684|24
256.1685|24
256.1694|10
256.1696|24
256.1697|10
256.1699|24
256.1711|2
256.1734|6
256.1735|6
256.1736|6
256.1772|6
256.1793|0
256.1794|0
256.1795|0
256.1796|0
256.1797|0
256.1798|0
256.1799|0
256.1800|0
256.1801|0
256.1806|0
256.1808|0
256.1810|0
256.1811|0
256.1812|0
256.1814|0
256.1817|12
256.1818|12
256.1819|24
256.1820|12
256.1821|12
256.1822|24
256.1823|24
256.1825|24
256.1827|48
256.1829|48
256.1831|20
256.1833|28
256.1870|10
256.1890|48
256.1891|48
256.1892|48
256.1893|48
256.1894|40
256.1896|56
256.1918|40
256.1919|40
256.1920|56
256.1921|56
256.1926|10
256.1927|10
256.1929|10
256.1932|10
256.1933|24
256.1934|24
256.1935|24
256.1937|24
256.1938|24
256.1939|24
256.1942|48
256.1944|48
256.1947|12
256.1951|12
256.1965|10
256.1977|48
256.1979|48
256.1981|56
256.1982|40
256.1983|40
256.1984|56
256.2041|48
256.2042|48
256.2043|48
256.2044|48
256.2059|14
256.2060|10
256.2061|10
256.2064|10
256.2065|10
256.2066|14
256.2083|48
256.2085|48
256.2195|56
256.2196|40
256.2197|40
256.2198|56
256.2199|48
256.2201|48
256.2203|14
256.2209|10
256.2211|10
256.2217|14
256.2219|24
256.2221|24
256.2225|24
256.2416|12
256.2451|12
256.2463|12
256.2480|24
256.2483|12
256.2485|12
256.2521|40
256.2522|48
256.2524|56
256.2525|40
256.2528|56
256.2529|44
256.2530|52
256.2531|44
256.2532|52
256.2533|44
256.2537|96
256.2538|96
256.2539|96
256.2540|96
256.2541|52
256.2542|44
256.2544|52
256.2546|44
256.2550|28
256.2551|20
256.2552|24
256.2553|20
256.2554|24
256.2565|44
256.2566|52
256.2567|44
256.2568|52
256.2569|44
256.2573|96
256.2574|96
256.2576|96
256.2577|104
256.2578|88
256.2579|88
256.2580|104
256.2582|12
256.2583|12
256.2584|12
256.2586|12
256.2587|12
256.2589|12
256.2590|12
256.2591|24
256.2592|12
256.2593|12
256.2595|24
256.2596|24
256.2598|24
256.2599|6
256.2600|6
256.2610|12
256.2612|24
256.2613|24
256.2614|24
256.2615|12
256.2616|12
256.2617|24
256.2620|24
256.2623|24
256.2625|4
256.2626|2
256.2627|6
256.2631|4
256.2632|2
256.2634|6
256.2636|4
256.2643|12
256.2644|8
256.2645|4
256.2646|4
256.2647|8
256.2648|12
256.2650|8
256.2651|4
256.2653|8
256.2656|12
256.2658|12
256.2661|6
256.2662|6
256.2663|12
256.2666|6
256.2706|16
256.2707|8
256.2710|24
256.2717|6
256.2720|6
256.2730|2
256.2731|4
256.2737|12
256.2738|12
256.2739|24
256.2812|0
256.2818|2
256.2819|0
256.2820|2
256.2825|1
256.2827|0
256.2830|1
256.2831|12
256.2832|4
256.2833|8
256.2835|4
256.2837|8
256.2840|8
256.2841|4
256.2842|12
256.2843|4
256.2844|2
256.2845|6
256.2848|8
256.2850|2
256.2853|4
256.2858|6
256.2862|6
256.2926|12
256.3000|4
256.3001|16
256.3002|4
256.3003|8
256.3006|12
256.3020|4
256.3021|16
256.3022|8
256.3024|4
256.3034|2
256.3242|6
256.3244|12
256.3246|6
256.3292|0
256.3293|2
256.3294|0
256.3295|1
256.3296|0
256.3297|1
256.3303|1
256.3324|2
256.3378|6
256.3380|18
256.3418|7
256.3419|18
256.3420|11
256.3425|7
256.3444|32
256.3445|40
256.3448|32
256.3449|40
256.3460|16
256.3461|20
256.3470|16
256.3472|16
256.3473|20
256.3506|18
256.3508|36
256.3510|18
256.3518|18
256.3647|40
256.3648|12
256.3650|24
256.3655|12
256.3659|2
256.3660|4
256.3661|0
256.3662|3
256.3663|2
256.3664|1
256.3678|28
256.3680|0
256.3681|0
256.3682|0
256.3683|0
256.3684|0
256.3687|0
256.3688|0
256.3689|0
256.3690|0
256.3691|0
256.3694|0
256.3697|0
256.3699|0
256.3700|0
256.3702|0
256.3707|0
256.3709|0
256.3710|0
256.3711|0
256.3718|0
256.3746|0
256.3748|0
256.3750|0
256.3752|0
256.3760|0
256.3762|0
256.3776|0
256.3779|0
256.3785|6
256.3790|6
256.3794|5
256.3795|7
256.3797|24
256.3801|12
256.3806|6
256.3808|3
256.3809|3
256.3814|24
256.3815|12
256.3820|0
256.3821|0
256.3822|0
256.3823|0
256.3827|0
256.3828|0
256.3829|0
256.3830|0
256.3832|0
256.3834|0
256.3835|0
256.3837|0
256.3838|0
256.3839|0
256.3840|0
256.3841|0
256.3847|0
256.3848|0
256.3849|0
256.3850|0
256.3851|0
256.3852|0
256.3853|0
256.3854|0
256.3855|0
256.3856|0
256.3857|0
256.3858|0
256.3859|0
256.3860|0
256.3861|0
256.3864|6
256.3866|3
256.3868|3
256.3872|2
256.3909|3
256.3910|3
256.3911|3
256.3913|1
256.3914|2
256.3915|2
256.3916|1
256.3917|6
256.3918|6
256.3919|3
256.3922|12
256.3931|6
256.3933|12
256.3934|12
256.3952|0
256.3953|0
